Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Male,30,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
>50,Federal-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,?,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,70,United-States,LessThan50K
31-50,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,72,United-States,LessThan50K
>50,Local-gov,9th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,LessThan50K
31-50,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,38,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,16,United-States,LessThan50K
22-30,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,Mexico,LessThan50K
>50,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
>50,Private,5th-6th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
>50,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Widowed,Tech-support,Unmarried,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Black,Male,40,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,LessThan50K
22-30,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Male,18-21,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Self-emp-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,26,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,55,United-States,LessThan50K
22-30,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,MoreThan50K
31-50,Private,1st-4th,Separated,Machine-op-inspct,Own-child,White,Female,40,Guatemala,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,18-21,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,?,Assoc-acdm,Divorced,?,Not-in-family,White,Female,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,LessThan50K
22-30,Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Columbia,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,MoreThan50K
31-50,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,40,South,LessThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,84,United-States,LessThan50K
>50,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,32,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,48,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,45,South,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Cuba,MoreThan50K
>50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Separated,Sales,Unmarried,White,Female,43,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Black,Female,45,?,LessThan50K
>50,?,HS-grad,Divorced,?,Own-child,White,Male,40,United-States,LessThan50K
<18,Local-gov,11th,Never-married,Protective-serv,Own-child,White,Male,30,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,25,United-States,LessThan50K
22-30,Private,Some-college,Married-AF-spouse,Other-service,Wife,White,Female,40,United-States,MoreThan50K
31-50,Private,Masters,Never-married,Exec-managerial,Unmarried,Black,Female,35,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,48,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,Vietnam,LessThan50K
>50,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Male,12,United-States,LessThan50K
31-50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,MoreThan50K
>50,Self-emp-inc,Some-college,Divorced,Sales,Not-in-family,White,Male,50,Cuba,MoreThan50K
>50,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,LessThan50K
>50,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,38,China,MoreThan50K
>50,Private,Bachelors,Married-spouse-absent,Prof-specialty,Other-relative,Black,Female,37,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Tech-support,Unmarried,White,Female,40,United-States,LessThan50K
>50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
18-21,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,18-21,United-States,LessThan50K
31-50,?,Some-college,Divorced,?,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,50,Poland,MoreThan50K
18-21,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,25,United-States,LessThan50K
31-50,Private,Assoc-voc,Never-married,Sales,Unmarried,Black,Female,6,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Other-service,Own-child,White,Male,32,United-States,LessThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,58,United-States,MoreThan50K
31-50,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,40,England,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,25,United-States,LessThan50K
22-30,?,Some-college,Divorced,?,Unmarried,White,Female,40,Germany,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
22-30,Private,Some-college,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,LessThan50K
>50,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,LessThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,24,United-States,MoreThan50K
31-50,Federal-gov,Assoc-voc,Separated,Adm-clerical,Not-in-family,Black,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Other-relative,Other,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,45,Canada,LessThan50K
>50,Self-emp-not-inc,7th-8th,Never-married,Other-service,Other-relative,White,Female,60,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
22-30,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
31-50,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,65,United-States,LessThan50K
>50,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,18-21,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,41,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,MoreThan50K
>50,Private,Assoc-acdm,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,65,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Separated,Other-service,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,Not-in-family,White,Female,18-21,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,30,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,50,United-States,LessThan50K
31-50,Private,7th-8th,Divorced,Other-service,Unmarried,White,Female,35,United-States,LessThan50K
22-30,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Female,30,United-States,LessThan50K
22-30,Private,10th,Never-married,Other-service,Unmarried,White,Female,15,United-States,LessThan50K
>50,?,Some-college,Married-civ-spouse,?,Wife,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,32,United-States,LessThan50K
31-50,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,LessThan50K
