src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
flightview,2011-12-15-AA-3809-PHX-LAX,6:00 AM- Dec 15,7:02 AM- Dec 15,Terminal 3 - 2,6:40 AM- Dec 15,7:11 AM- Dec 15,Terminal 4 - 44E
panynj,2011-12-15-AA-3809-PHX-LAX,6:00 AM- Dec 15,7:02 AM- Dec 15,Terminal 3 - 2,6:40 AM- Dec 15,7:11 AM- Dec 15,Terminal 4 - 44E
gofox,2011-12-15-AA-3809-PHX-LAX,6:00 AM- Dec 15,7:02 AM- Dec 15,,6:40 AM- Dec 15,7:11 AM- Dec 15,
foxbusiness,2011-12-15-AA-3809-PHX-LAX,6:00 AM- Dec 15,7:02 AM- Dec 15,Terminal 3 - 2,6:40 AM- Dec 15,7:11 AM- Dec 15,Terminal 4 - 44E
allegiantair,2011-12-15-AA-3809-PHX-LAX,6:00 AM- Dec 15,7:02 AM- Dec 15,Terminal 3 - 2,6:40 AM- Dec 15,7:11 AM- Dec 15,Terminal 4 - 44E
boston,2011-12-15-AA-3809-PHX-LAX,6:00 AM- Dec 15,7:02 AM- Dec 15,,6:40 AM- Dec 15,7:03 AM- Dec 15,
travelocity,2011-12-15-AA-3809-PHX-LAX,Dec 15 - 6:00am,Dec 15 - 6:49am,2,Dec 15 - 6:40am,Dec 15 - 7:11am,44E/T4
orbitz,2011-12-15-AA-3809-PHX-LAX,6:00aDec 15,6:49aDec 15, 2,6:40aDec 15,7:11aDec 15, 44E
weather,2011-12-15-AA-3809-PHX-LAX,2011-12-15 06:00 AM,,,2011-12-15 06:40 AM,,
ifly,2011-12-15-AA-3809-PHX-LAX,2011-12-15 6:00 AM,2011-12-15 6:49 AM,,2011-12-15 6:40 AM,2011-12-15 7:11 AM,
mytripandmore,2011-12-15-AA-3809-PHX-LAX,6:00aDec 15,6:49aDec 15, 2,6:40aDec 15,7:11aDec 15, 44E
flightarrival,2011-12-15-AA-3809-PHX-LAX,2011-12-15 06:00 AM,,,2011-12-15 06:40 AM,,
ua,2011-12-16-UA-2708-EWR-CLT,Fri- Dec 16 2:55 PM,Fri- Dec 16 3:35 PM,A38,Fri- Dec 16 4:53 PM,Fri- Dec 16 5:42 PM,D6
airtravelcenter,2011-12-16-UA-2708-EWR-CLT,,12/16/11 3:56 PM (-05:00),,,12/16/11 5:40 PM (-05:00),
myrateplan,2011-12-16-UA-2708-EWR-CLT,,12/16/11 3:56 PM (-05:00),,,12/16/11 5:40 PM (-05:00),
helloflight,2011-12-16-UA-2708-EWR-CLT,,12/16/11 3:56 PM (-05:00),,,12/16/11 5:40 PM (-05:00),
flytecomm,2011-12-16-UA-2708-EWR-CLT,,12/16/11 3:56 PM (-05:00),,,12/16/11 5:40 PM (-05:00),
flights,2011-12-16-UA-2708-EWR-CLT,,2011-12-16 03:35 PM,38,,2011-12-16 05:42 PM,D6
businesstravellogue,2011-12-16-UA-2708-EWR-CLT,,2011-12-16 03:35 PM,38,,2011-12-16 05:42 PM,D6
flylouisville,2011-12-16-UA-2708-EWR-CLT,,2011-12-16 03:35 PM,38,,2011-12-16 05:42 PM,D6
flightstats,2011-12-16-UA-2708-EWR-CLT,2011-12-16 2:55 PM,2011-12-16 3:35 PM,,2011-12-16 4:53 PM,2011-12-16 5:42 PM,
quicktrip,2011-12-16-UA-2708-EWR-CLT,2011-12-16 2:55 PM,2011-12-16 3:35 PM,,2011-12-16 4:53 PM,2011-12-16 5:42 PM,
flightview,2011-12-16-UA-2708-EWR-CLT,,3:56 PMDec 16,,,5:43 PMDec 16,
panynj,2011-12-16-UA-2708-EWR-CLT,,3:56 PMDec 16,,,5:43 PMDec 16,
gofox,2011-12-16-UA-2708-EWR-CLT,,3:56 PMDec 16,,,5:43 PMDec 16,
foxbusiness,2011-12-16-UA-2708-EWR-CLT,,3:56 PMDec 16,,,5:43 PMDec 16,
allegiantair,2011-12-16-UA-2708-EWR-CLT,,3:56 PMDec 16,,,5:43 PMDec 16,
boston,2011-12-16-UA-2708-EWR-CLT,,3:56 PMDec 16,,,5:43 PMDec 16,
travelocity,2011-12-16-UA-2708-EWR-CLT,Dec 16 - 2:55pm,Dec 16 - Contact Airline,Not provided by airline,Dec 16 - 4:53pm,Dec 16 - Contact Airline,Not provided by airline
orbitz,2011-12-16-UA-2708-EWR-CLT,2:55pDec 16,3:35pDec 16, -,4:53pDec 16,5:42pDec 16, -
weather,2011-12-16-UA-2708-EWR-CLT,2011-12-16 02:55 PM,,,2011-12-16 04:53 PM,,
ifly,2011-12-16-UA-2708-EWR-CLT,2011-12-16 2:55 PM,2011-12-16 3:35 PM,,2011-12-16 4:53 PM,2011-12-16 5:42 PM,
ua,2011-12-16-UA-3925-IAD-ORF,Fri- Dec 16 8:42 AM,Fri- Dec 16 8:42 AM,A2G,Fri- Dec 16 9:55 AM,Fri- Dec 16 9:58 AM,--
flightexplorer,2011-12-16-UA-3925-IAD-ORF,,12/16/2011 9:15AM EST,,,12/16/2011 9:55AM EST,
airtravelcenter,2011-12-16-UA-3925-IAD-ORF,,12/16/11 9:15 AM (-05:00),,,12/16/11 9:49 AM (-05:00),
myrateplan,2011-12-16-UA-3925-IAD-ORF,,12/16/11 9:15 AM (-05:00),,,12/16/11 9:49 AM (-05:00),
helloflight,2011-12-16-UA-3925-IAD-ORF,,12/16/11 9:15 AM (-05:00),,,12/16/11 9:49 AM (-05:00),
flytecomm,2011-12-16-UA-3925-IAD-ORF,,12/16/11 9:15 AM (-05:00),,,12/16/11 9:49 AM (-05:00),
flightaware,2011-12-16-UA-3925-IAD-ORF,2011-12-16 08:42AM EST,2011-12-16 09:01AM EST, A2G ,2011-12-16 09:20AM EST,2011-12-16 09:39AM EST,
wunderground,2011-12-16-UA-3925-IAD-ORF,2011-12-16 08:42AM EST,2011-12-16 09:01AM EST, A2G ,2011-12-16 09:20AM EST,2011-12-16 09:39AM EST,
flights,2011-12-16-UA-3925-IAD-ORF,,2011-12-16 08:42 AM,A2,,2011-12-16 09:58 AM,
businesstravellogue,2011-12-16-UA-3925-IAD-ORF,,2011-12-16 08:42 AM,A2,,2011-12-16 09:58 AM,
flylouisville,2011-12-16-UA-3925-IAD-ORF,,2011-12-16 08:42 AM,A2,,2011-12-16 09:58 AM,
flightstats,2011-12-16-UA-3925-IAD-ORF,2011-12-16 8:42 AM,2011-12-16 8:42 AM,,2011-12-16 9:55 AM,2011-12-16 9:58 AM,
quicktrip,2011-12-16-UA-3925-IAD-ORF,2011-12-16 8:42 AM,2011-12-16 8:42 AM,,2011-12-16 9:55 AM,2011-12-16 9:58 AM,
flightview,2011-12-16-UA-3925-IAD-ORF,,9:15 AMDec 16,,,9:58 AMDec 16,
panynj,2011-12-16-UA-3925-IAD-ORF,,9:15 AMDec 16,,,9:58 AMDec 16,
gofox,2011-12-16-UA-3925-IAD-ORF,,9:15 AMDec 16,,,9:58 AMDec 16,
foxbusiness,2011-12-16-UA-3925-IAD-ORF,,9:15 AMDec 16,,,9:58 AMDec 16,
allegiantair,2011-12-16-UA-3925-IAD-ORF,,9:15 AMDec 16,,,9:58 AMDec 16,
boston,2011-12-16-UA-3925-IAD-ORF,,9:15 AMDec 16,,,9:55 AMDec 16,
travelocity,2011-12-16-UA-3925-IAD-ORF,Dec 16 - Not Available,Dec 16 - 9:14am,A2G,Dec 16 - Not Available,Dec 16 - 9:58am,CHK
orbitz,2011-12-16-UA-3925-IAD-ORF,8:42aDec 16,8:42aDec 16, A2G,9:55aDec 16,9:58aDec 16, -
weather,2011-12-16-UA-3925-IAD-ORF,2011-12-16 08:42 AM,,,2011-12-16 09:55 AM,,
usatoday,2011-12-16-UA-3925-IAD-ORF,2011-12-16 08:42 AM,,,2011-12-16 09:55 AM,,
mytripandmore,2011-12-16-UA-3925-IAD-ORF,8:42aDec 16,8:42aDec 16, A2G,9:55aDec 16,9:58aDec 16, -
flightwise,2011-12-16-UA-3925-IAD-ORF,2011-12-16 08:42AM EST,2011-12-16 09:01AM EST, A2G ,2011-12-16 09:20AM EST,2011-12-16 09:39AM EST,
aa,2011-12-16-AA-649-ORD-SNA,December 16- 2011               01:30 PM    ,December 16- 2011     , H14,December 16- 2011               03:50 PM    ,December 16- 2011     , 7    
flightexplorer,2011-12-16-AA-649-ORD-SNA,12/16/2011 1:30PM CST,,,12/16/2011 3:50PM PST,,
airtravelcenter,2011-12-16-AA-649-ORD-SNA,12/16/11 1:30 PM (-06:00),,,12/16/11 3:50 PM (-08:00),,
myrateplan,2011-12-16-AA-649-ORD-SNA,12/16/11 1:30 PM (-06:00),,,12/16/11 3:50 PM (-08:00),,
helloflight,2011-12-16-AA-649-ORD-SNA,12/16/11 1:30 PM (-06:00),,,12/16/11 3:50 PM (-08:00),,
flytecomm,2011-12-16-AA-649-ORD-SNA,12/16/11 1:30 PM (-06:00),,,12/16/11 3:50 PM (-08:00),,
flightaware,2011-12-16-AA-649-ORD-SNA,2011-12-16 01:30PM CST,2011-12-16 01:40PM CST, H14 ,2011-12-16 03:30PM PST,2011-12-16 03:40PM PST, 7 
wunderground,2011-12-16-AA-649-ORD-SNA,2011-12-16 01:30PM CST,2011-12-16 01:40PM CST, H14 ,2011-12-16 03:30PM PST,2011-12-16 03:40PM PST, 7 
flights,2011-12-16-AA-649-ORD-SNA,01:30 PM  Fri 16-Dec-2011,,H10,03:50 PM  Fri 16-Dec-2011,,7
businesstravellogue,2011-12-16-AA-649-ORD-SNA,01:30 PM  Fri 16-Dec-2011,,H10,03:50 PM  Fri 16-Dec-2011,,7
flylouisville,2011-12-16-AA-649-ORD-SNA,01:30 PM  Fri 16-Dec-2011,,H10,03:50 PM  Fri 16-Dec-2011,,7
world-flight-tracker,2011-12-16-AA-649-ORD-SNA,2011-12-16 1:30 PM,2011-12-16 1:30 PM (Estimated),,2011-12-16 3:50 PM,2011-12-16 3:50 PM (Estimated),
flightview,2011-12-16-AA-649-ORD-SNA,1:30 PM- Dec 16,,H10,3:50 PM- Dec 16,,Terminal A - 7
panynj,2011-12-16-AA-649-ORD-SNA,1:30 PM- Dec 16,,H10,3:50 PM- Dec 16,,Terminal A - 7
gofox,2011-12-16-AA-649-ORD-SNA,1:30 PM- Dec 16,,,3:50 PM- Dec 16,,
foxbusiness,2011-12-16-AA-649-ORD-SNA,1:30 PM- Dec 16,,H10,3:50 PM- Dec 16,,Terminal A - 7
allegiantair,2011-12-16-AA-649-ORD-SNA,1:30 PM- Dec 16,,H10,3:50 PM- Dec 16,,Terminal A - 7
boston,2011-12-16-AA-649-ORD-SNA,1:30 PM- Dec 16,Not Available,,3:50 PM- Dec 16,Not Available,
travelocity,2011-12-16-AA-649-ORD-SNA,Dec 16 - 1:30pm,Dec 16 - Not Available,H14/T3,Dec 16 - 3:50pm,Dec 16 - Not Available,7
orbitz,2011-12-16-AA-649-ORD-SNA,1:30pDec 16,, H14,3:50pDec 16,, 7
weather,2011-12-16-AA-649-ORD-SNA,2011-12-16 01:30 PM,,,2011-12-16 03:50 PM,,
flightwise,2011-12-16-AA-649-ORD-SNA,2011-12-16 01:30PM CST,2011-12-16 01:40PM CST, H14 ,2011-12-16 03:30PM PST,2011-12-16 03:40PM PST, 7 
ua,2011-12-16-UA-382-IAD-LAX,Fri- Dec 16 12:20 PM,Fri- Dec 16 12:19 PM            On Time,C27,Fri- Dec 16 3:08 PM,Fri- Dec 16 2:38 PM,70B
ua,2011-12-16-UA-382-IAD-LAX,Fri- Dec 16 12:20 PM,Fri- Dec 16 12:19 PM            On Time,C27,Fri- Dec 16 3:08 PM,Fri- Dec 16 2:33 PM,70B
flightexplorer,2011-12-16-UA-382-IAD-LAX,,12/16/2011 12:31PM EST,,,12/16/2011 2:22PM PST,
flightexplorer,2011-12-16-UA-382-IAD-LAX,,12/16/2011 12:31PM EST,,,12/16/2011 2:32PM PST,
airtravelcenter,2011-12-16-UA-382-IAD-LAX,,12/16/11 12:33 PM (-05:00),,,12/16/11 2:22 PM (-08:00),
airtravelcenter,2011-12-16-UA-382-IAD-LAX,,12/16/11 12:33 PM (-05:00),,,12/16/11 2:45 PM (-08:00),
myrateplan,2011-12-16-UA-382-IAD-LAX,,12/16/11 12:33 PM (-05:00),,,12/16/11 2:22 PM (-08:00),
myrateplan,2011-12-16-UA-382-IAD-LAX,,12/16/11 12:33 PM (-05:00),,,12/16/11 2:45 PM (-08:00),
helloflight,2011-12-16-UA-382-IAD-LAX,,12/16/11 12:33 PM (-05:00),,,12/16/11 2:22 PM (-08:00),
helloflight,2011-12-16-UA-382-IAD-LAX,,12/16/11 12:33 PM (-05:00),,,12/16/11 2:45 PM (-08:00),
flytecomm,2011-12-16-UA-382-IAD-LAX,,12/16/11 12:33 PM (-05:00),,,12/16/11 2:22 PM (-08:00),
flytecomm,2011-12-16-UA-382-IAD-LAX,,12/16/11 12:33 PM (-05:00),,,12/16/11 2:45 PM (-08:00),
flightaware,2011-12-16-UA-382-IAD-LAX,2011-12-16 12:20PM EST,2011-12-16 12:33PM EST, C27 ,2011-12-16 02:30PM PST,2011-12-16 02:22PM PST, 70B 
flightaware,2011-12-16-UA-382-IAD-LAX,2011-12-16 12:20PM EST,2011-12-16 12:33PM EST, C27 ,2011-12-16 02:30PM PST,2011-12-16 02:32PM PST, 70B 
wunderground,2011-12-16-UA-382-IAD-LAX,2011-12-16 12:20PM EST,2011-12-16 12:33PM EST, C27 ,2011-12-16 02:30PM PST,2011-12-16 02:22PM PST, 70B 
wunderground,2011-12-16-UA-382-IAD-LAX,2011-12-16 12:20PM EST,2011-12-16 12:33PM EST, C27 ,2011-12-16 02:30PM PST,2011-12-16 02:32PM PST, 70B 
flights,2011-12-16-UA-382-IAD-LAX,,2011-12-16 12:19 PM,C27,,2011-12-16 03:08 PM,70B
flights,2011-12-16-UA-382-IAD-LAX,,2011-12-16 12:19 PM,C27,,2011-12-16 02:33 PM,70B
businesstravellogue,2011-12-16-UA-382-IAD-LAX,,2011-12-16 12:19 PM,C27,,2011-12-16 03:08 PM,70B
businesstravellogue,2011-12-16-UA-382-IAD-LAX,,2011-12-16 12:19 PM,C27,,2011-12-16 02:33 PM,70B
flylouisville,2011-12-16-UA-382-IAD-LAX,,2011-12-16 12:19 PM,C27,,2011-12-16 03:08 PM,70B
flylouisville,2011-12-16-UA-382-IAD-LAX,,2011-12-16 12:19 PM,C27,,2011-12-16 02:33 PM,70B
flightstats,2011-12-16-UA-382-IAD-LAX,2011-12-16 12:20 PM,2011-12-16 12:19 PM,,2011-12-16 3:08 PM,2011-12-16 2:33 PM,
quicktrip,2011-12-16-UA-382-IAD-LAX,2011-12-16 12:20 PM,2011-12-16 12:19 PM,,2011-12-16 3:08 PM,2011-12-16 2:33 PM,
flightview,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:46 PMDec 16,
flightview,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:33 PMDec 16,
panynj,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:46 PMDec 16,
panynj,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:33 PMDec 16,
gofox,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:46 PMDec 16,
gofox,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:33 PMDec 16,
foxbusiness,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:46 PMDec 16,
foxbusiness,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:33 PMDec 16,
allegiantair,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:46 PMDec 16,
allegiantair,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:33 PMDec 16,
boston,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:23 PMDec 16,
boston,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:46 PMDec 16,
orbitz,2011-12-16-UA-382-IAD-LAX,12:20pDec 16,12:19pDec 16, C27,3:08pDec 16,2:33pDec 16, 70B
orbitz,2011-12-16-UA-382-IAD-LAX,12:33pDec 16,12:32pDec 16, C27,2:08pDec 16,, -
iad,2011-12-16-UA-382-IAD-LAX,2011-12-16 12:20 ,2011-12-16 12:20 ,,,,
mytripandmore,2011-12-16-UA-382-IAD-LAX,12:33pDec 16,12:32pDec 16, C27,2:08pDec 16,, -
flightwise,2011-12-16-UA-382-IAD-LAX,2011-12-16 12:20PM EST,2011-12-16 12:33PM EST, C27 ,2011-12-16 02:30PM PST,2011-12-16 02:22PM PST, 70B 
flightarrival,2011-12-16-UA-382-IAD-LAX,,12:33 PMDec 16,,,2:46 PMDec 16,
aa,2011-12-16-AA-3063-SLC-LAX,December 16- 2011               08:20 PM    ,December 16- 2011               08:21 PM    , A3,December 16- 2011               09:20 PM    ,December 16- 2011     , 44F    
flightexplorer,2011-12-16-AA-3063-SLC-LAX,,12/16/2011 8:43PM MST,,,12/16/2011 9:02PM PST,
airtravelcenter,2011-12-16-AA-3063-SLC-LAX,,12/16/11 8:43 PM (-07:00),,,12/16/11 9:02 PM (-08:00),
myrateplan,2011-12-16-AA-3063-SLC-LAX,,12/16/11 8:43 PM (-07:00),,,12/16/11 9:02 PM (-08:00),
helloflight,2011-12-16-AA-3063-SLC-LAX,,12/16/11 8:43 PM (-07:00),,,12/16/11 9:02 PM (-08:00),
flytecomm,2011-12-16-AA-3063-SLC-LAX,,12/16/11 8:43 PM (-07:00),,,12/16/11 9:02 PM (-08:00),
flightaware,2011-12-16-AA-3063-SLC-LAX,2011-12-16 08:20PM MST,2011-12-16 08:43PM MST, A3 ,2011-12-16 09:03PM PST,2011-12-16 09:02PM PST, 44F 
wunderground,2011-12-16-AA-3063-SLC-LAX,2011-12-16 08:20PM MST,2011-12-16 08:43PM MST, A3 ,2011-12-16 09:03PM PST,2011-12-16 09:02PM PST, 44F 
flights,2011-12-16-AA-3063-SLC-LAX,,2011-12-16 08:21 PM,A3,,2011-12-16 09:08 PM,44F
businesstravellogue,2011-12-16-AA-3063-SLC-LAX,,2011-12-16 08:21 PM,A3,,2011-12-16 09:08 PM,44F
flylouisville,2011-12-16-AA-3063-SLC-LAX,,2011-12-16 08:21 PM,A3,,2011-12-16 09:08 PM,44F
flightstats,2011-12-16-AA-3063-SLC-LAX,2011-12-16 8:20 PM,2011-12-16 8:21 PM,,2011-12-16 9:20 PM,2011-12-16 9:08 PM,
quicktrip,2011-12-16-AA-3063-SLC-LAX,2011-12-16 8:20 PM,2011-12-16 8:21 PM,,2011-12-16 9:20 PM,2011-12-16 9:08 PM,
flightview,2011-12-16-AA-3063-SLC-LAX,,8:43 PMDec 16,,,9:02 PMDec 16,
panynj,2011-12-16-AA-3063-SLC-LAX,,8:43 PMDec 16,,,9:02 PMDec 16,
gofox,2011-12-16-AA-3063-SLC-LAX,,8:43 PMDec 16,,,9:02 PMDec 16,
foxbusiness,2011-12-16-AA-3063-SLC-LAX,,8:43 PMDec 16,,,9:02 PMDec 16,
allegiantair,2011-12-16-AA-3063-SLC-LAX,,8:43 PMDec 16,,,9:02 PMDec 16,
boston,2011-12-16-AA-3063-SLC-LAX,,8:43 PMDec 16,,,9:02 PMDec 16,
travelocity,2011-12-16-AA-3063-SLC-LAX,Dec 16 - 8:20pm,Dec 16 - 8:21pm,A3,Dec 16 - 9:20pm,Dec 16 - 9:08pm,44F/T4
orbitz,2011-12-16-AA-3063-SLC-LAX,8:20pDec 16,8:21pDec 16, A3,9:14pDec 16,, 44F
weather,2011-12-16-AA-3063-SLC-LAX,2011-12-16 08:20 PM,,,2011-12-16 09:20 PM,,
ifly,2011-12-16-AA-3063-SLC-LAX,2011-12-16 8:20 PM,2011-12-16 8:21 PM,,2011-12-16 9:20 PM,2011-12-16 9:08 PM,
flightarrival,2011-12-16-AA-3063-SLC-LAX,2011-12-16 08:20 PM,,,2011-12-16 09:20 PM,,
aa,2011-12-16-AA-222-LAX-BOS,December 16- 2011               07:10 AM    ,December 16- 2011               07:08 AM    , 47A,December 16- 2011               03:30 PM    ,December 16- 2011               03:29 PM    , B35    
flightexplorer,2011-12-16-AA-222-LAX-BOS,,12/16/2011 7:30AM PST,,,12/16/2011 3:16PM EST,
airtravelcenter,2011-12-16-AA-222-LAX-BOS,,12/16/11 7:30 AM (-08:00),,,12/16/11 3:16 PM (-05:00),
myrateplan,2011-12-16-AA-222-LAX-BOS,,12/16/11 7:30 AM (-08:00),,,12/16/11 3:16 PM (-05:00),
helloflight,2011-12-16-AA-222-LAX-BOS,,12/16/11 7:30 AM (-08:00),,,12/16/11 3:16 PM (-05:00),
flytecomm,2011-12-16-AA-222-LAX-BOS,,12/16/11 7:30 AM (-08:00),,,12/16/11 3:16 PM (-05:00),
flightaware,2011-12-16-AA-222-LAX-BOS,2011-12-16 07:10AM PST,2011-12-16 07:30AM PST, 47A ,2011-12-16 03:14PM EST,2011-12-16 03:25PM EST, B35 
wunderground,2011-12-16-AA-222-LAX-BOS,2011-12-16 07:10AM PST,2011-12-16 07:30AM PST, 47A ,2011-12-16 03:14PM EST,2011-12-16 03:25PM EST, B35 
flights,2011-12-16-AA-222-LAX-BOS,07:10 AM  Fri 16-Dec-2011,07:08 AM  Fri 16-Dec-2011,47A,03:30 PM  Fri 16-Dec-2011,03:29 PM  Fri 16-Dec-2011,B35
businesstravellogue,2011-12-16-AA-222-LAX-BOS,07:10 AM  Fri 16-Dec-2011,07:08 AM  Fri 16-Dec-2011,47A,03:30 PM  Fri 16-Dec-2011,03:29 PM  Fri 16-Dec-2011,B35
flylouisville,2011-12-16-AA-222-LAX-BOS,07:10 AM  Fri 16-Dec-2011,07:08 AM  Fri 16-Dec-2011,47A,03:30 PM  Fri 16-Dec-2011,03:29 PM  Fri 16-Dec-2011,B35
flightstats,2011-12-16-AA-222-LAX-BOS,2011-12-16 7:10 AM,2011-12-16 7:08 AM,,2011-12-16 3:30 PM,2011-12-16 3:29 PM,
quicktrip,2011-12-16-AA-222-LAX-BOS,2011-12-16 7:10 AM,2011-12-16 7:08 AM,,2011-12-16 3:30 PM,2011-12-16 3:29 PM,
world-flight-tracker,2011-12-16-AA-222-LAX-BOS,2011-12-16 7:10 AM,2011-12-16 7:08 AM,,2011-12-16 3:30 PM,2011-12-16 3:29 PM,
flightview,2011-12-16-AA-222-LAX-BOS,7:10 AM- Dec 16,7:30 AM- Dec 16,Terminal 4 - 47A,3:30 PM- Dec 16,3:29 PM- Dec 16,Terminal B - B35
panynj,2011-12-16-AA-222-LAX-BOS,7:10 AM- Dec 16,7:30 AM- Dec 16,Terminal 4 - 47A,3:30 PM- Dec 16,3:29 PM- Dec 16,Terminal B - B35
gofox,2011-12-16-AA-222-LAX-BOS,7:10 AM- Dec 16,7:30 AM- Dec 16,,3:30 PM- Dec 16,3:29 PM- Dec 16,
foxbusiness,2011-12-16-AA-222-LAX-BOS,7:10 AM- Dec 16,7:30 AM- Dec 16,Terminal 4 - 47A,3:30 PM- Dec 16,3:29 PM- Dec 16,Terminal B - B35
allegiantair,2011-12-16-AA-222-LAX-BOS,7:10 AM- Dec 16,7:30 AM- Dec 16,Terminal 4 - 47A,3:30 PM- Dec 16,3:29 PM- Dec 16,Terminal B - B35
boston,2011-12-16-AA-222-LAX-BOS,7:10 AM- Dec 16,7:30 AM- Dec 16,,3:30 PM- Dec 16,3:25 PM- Dec 16,
travelocity,2011-12-16-AA-222-LAX-BOS,Dec 16 - 7:10am,Dec 16 - 7:08am,47A/T4,Dec 16 - 3:30pm,Dec 16 - 3:29pm,B35
orbitz,2011-12-16-AA-222-LAX-BOS,7:10aDec 16,7:08aDec 16, 47A,3:30pDec 16,3:29pDec 16, B35
weather,2011-12-16-AA-222-LAX-BOS,2011-12-16 07:10 AM,,,2011-12-16 03:30 PM,,
mytripandmore,2011-12-16-AA-222-LAX-BOS,7:10aDec 16,7:08aDec 16, 47A,3:30pDec 16,3:29pDec 16, B35
flightarrival,2011-12-16-AA-222-LAX-BOS,7:10 AM- Dec 16,7:30 AM- Dec 16,,3:30 PM- Dec 16,3:25 PM- Dec 16,
aa,2011-12-16-AA-3468-CVG-MIA,December 16- 2011               07:00 AM    ,December 16- 2011               07:01 AM    , 1,December 16- 2011               09:55 AM    ,December 16- 2011               09:41 AM    , D55    
airtravelcenter,2011-12-16-AA-3468-CVG-MIA,,12/16/11 7:22 AM (-05:00),,,12/16/11 9:40 AM (-05:00),
myrateplan,2011-12-16-AA-3468-CVG-MIA,,12/16/11 7:22 AM (-05:00),,,12/16/11 9:40 AM (-05:00),
helloflight,2011-12-16-AA-3468-CVG-MIA,,12/16/11 7:22 AM (-05:00),,,12/16/11 9:40 AM (-05:00),
flytecomm,2011-12-16-AA-3468-CVG-MIA,,12/16/11 7:22 AM (-05:00),,,12/16/11 9:40 AM (-05:00),
flightaware,2011-12-16-AA-3468-CVG-MIA,2011-12-16 07:00AM EST,2011-12-16 07:23AM EST, 1 ,2011-12-16 09:45AM EST,2011-12-16 09:37AM EST, D55 
wunderground,2011-12-16-AA-3468-CVG-MIA,2011-12-16 07:00AM EST,2011-12-16 07:23AM EST, 1 ,2011-12-16 09:45AM EST,2011-12-16 09:37AM EST, D55 
flights,2011-12-16-AA-3468-CVG-MIA,07:00 AM  Fri 16-Dec-2011,07:01 AM  Fri 16-Dec-2011,1,09:55 AM  Fri 16-Dec-2011,09:41 AM  Fri 16-Dec-2011,D55
businesstravellogue,2011-12-16-AA-3468-CVG-MIA,07:00 AM  Fri 16-Dec-2011,07:01 AM  Fri 16-Dec-2011,1,09:55 AM  Fri 16-Dec-2011,09:41 AM  Fri 16-Dec-2011,D55
flylouisville,2011-12-16-AA-3468-CVG-MIA,07:00 AM  Fri 16-Dec-2011,07:01 AM  Fri 16-Dec-2011,1,09:55 AM  Fri 16-Dec-2011,09:41 AM  Fri 16-Dec-2011,D55
flightstats,2011-12-16-AA-3468-CVG-MIA,2011-12-16 7:00 AM,2011-12-16 7:01 AM,,2011-12-16 9:55 AM,2011-12-16 9:41 AM,
quicktrip,2011-12-16-AA-3468-CVG-MIA,2011-12-16 7:00 AM,2011-12-16 7:01 AM,,2011-12-16 9:55 AM,2011-12-16 9:41 AM,
world-flight-tracker,2011-12-16-AA-3468-CVG-MIA,2011-12-16 7:00 AM,2011-12-16 7:01 AM,,2011-12-16 9:55 AM,2011-12-16 9:41 AM,
flightview,2011-12-16-AA-3468-CVG-MIA,7:00 AM- Dec 16,7:23 AM- Dec 16,Terminal 2,9:55 AM- Dec 16,9:41 AM- Dec 16,Terminal D - D55
panynj,2011-12-16-AA-3468-CVG-MIA,7:00 AM- Dec 16,7:23 AM- Dec 16,Terminal 2,9:55 AM- Dec 16,9:41 AM- Dec 16,Terminal D - D55
gofox,2011-12-16-AA-3468-CVG-MIA,7:00 AM- Dec 16,7:23 AM- Dec 16,,9:55 AM- Dec 16,9:41 AM- Dec 16,
foxbusiness,2011-12-16-AA-3468-CVG-MIA,7:00 AM- Dec 16,7:23 AM- Dec 16,Terminal 2,9:55 AM- Dec 16,9:41 AM- Dec 16,Terminal D - D55
allegiantair,2011-12-16-AA-3468-CVG-MIA,7:00 AM- Dec 16,7:23 AM- Dec 16,Terminal 2,9:55 AM- Dec 16,9:41 AM- Dec 16,Terminal D - D55
boston,2011-12-16-AA-3468-CVG-MIA,7:00 AM- Dec 16,7:23 AM- Dec 16,,9:55 AM- Dec 16,9:38 AM- Dec 16,
travelocity,2011-12-16-AA-3468-CVG-MIA,Dec 16 - 7:00am,Dec 16 - 7:01am,1,Dec 16 - 9:55am,Dec 16 - 9:41am,D55
orbitz,2011-12-16-AA-3468-CVG-MIA,7:00aDec 16,7:01aDec 16, 1,9:55aDec 16,9:41aDec 16, D55
